Experiement  date published(based on article),container Material,How Submerged,Temp(C),Time(Min),Starting Cell Count(Log CFU/g),Cell Count(Log CFU/g),Dataset Origin
2023-Mvuyekure,plastic,entirely,60.0,0.0,2,2.0,Dataset with the blood Summary
2023-Mvuyekure,plastic,entirely,60.0,1.0,2,2.08,
2023-Mvuyekure,plastic,entirely,60.0,3.0,2,1.73,
2023-Mvuyekure,plastic,entirely,60.0,5.0,2,1.2,
2023-Mvuyekure,plastic,entirely,60.0,7.5,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,2,2.26,
2023-Mvuyekure,plastic,entirely,60.0,3.0,2,2.36,
2023-Mvuyekure,plastic,entirely,60.0,5.0,2,1.6,
2023-Mvuyekure,plastic,entirely,60.0,7.5,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,2,1.88,
2023-Mvuyekure,plastic,entirely,60.0,3.0,2,1.94,
2023-Mvuyekure,plastic,entirely,60.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,7.5,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,2,1.68,
2023-Mvuyekure,plastic,entirely,70.0,2.0,2,1.25,
2023-Mvuyekure,plastic,entirely,70.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,2,1.53,
2023-Mvuyekure,plastic,entirely,70.0,2.0,2,1.15,
2023-Mvuyekure,plastic,entirely,70.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,2,1.62,
2023-Mvuyekure,plastic,entirely,70.0,2.0,2,1.28,
2023-Mvuyekure,plastic,entirely,70.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,2,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,2,1.77,
2023-Mvuyekure,plastic,entirely,80.0,1.0,2,1.63,
2023-Mvuyekure,plastic,entirely,80.0,1.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,2,1.69,
2023-Mvuyekure,plastic,entirely,80.0,1.0,2,1.6,
2023-Mvuyekure,plastic,entirely,80.0,1.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,2,2.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,2,1.9,
2023-Mvuyekure,plastic,entirely,80.0,1.0,2,2.12,
2023-Mvuyekure,plastic,entirely,80.0,1.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,2,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,2,2.0,sent afterwards  seperatly 
2017-Jones-Ibarra,metal,entirely,65.5,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,2,2.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,2,2.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,2,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,2,0.9,
2020-Wong,metal,partially,82.2,0.0,2,2.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,2,1.95,
2020-Wong,metal,partially,82.2,1.0,2,1.75,
2020-Wong,metal,partially,82.2,2.0,2,0.9,
2020-Wong,metal,partially,82.2,3.0,2,0.9,
2020-Wong,metal,partially,82.2,4.0,2,0.9,
2020-Wong,metal,partially,82.2,5.0,2,0.9,
2020-Wong,metal,partially,82.2,0.0,2,2.0,
2020-Wong,metal,partially,82.2,0.5,2,1.96,
2020-Wong,metal,partially,82.2,1.0,2,1.76,
2020-Wong,metal,partially,82.2,2.0,2,0.9,
2020-Wong,metal,partially,82.2,3.0,2,0.9,
2020-Wong,metal,partially,82.2,4.0,2,0.9,
2020-Wong,metal,partially,82.2,5.0,2,0.9,
2020-Wong,metal,partially,82.2,0.0,2,2.0,
2020-Wong,metal,partially,82.2,0.5,2,0.96,
2020-Wong,metal,partially,82.2,1.0,2,0.9,
2020-Wong,metal,partially,82.2,2.0,2,0.9,
2020-Wong,metal,partially,82.2,3.0,2,0.9,
2020-Wong,metal,partially,82.2,4.0,2,0.9,
2020-Wong,metal,partially,82.2,5.0,2,0.9,
2020-Wong,metal,partially,87.7,0.0,2,2.0,
2020-Wong,metal,partially,87.7,0.5,2,1.81,
2020-Wong,metal,partially,87.7,1.0,2,1.81,
2020-Wong,metal,partially,87.7,2.0,2,0.9,
2020-Wong,metal,partially,87.7,3.0,2,0.9,
2020-Wong,metal,partially,87.7,4.0,2,0.9,
2020-Wong,metal,partially,87.7,5.0,2,0.9,
2020-Wong,metal,partially,87.7,0.0,2,2.0,
2020-Wong,metal,partially,87.7,0.5,2,1.76,
2020-Wong,metal,partially,87.7,1.0,2,1.41,
2020-Wong,metal,partially,87.7,2.0,2,0.9,
2020-Wong,metal,partially,87.7,3.0,2,0.9,
2020-Wong,metal,partially,87.7,4.0,2,0.9,
2020-Wong,metal,partially,87.7,5.0,2,0.9,
2020-Wong,metal,partially,87.7,0.0,2,2.0,
2020-Wong,metal,partially,87.7,0.5,2,0.9,
2020-Wong,metal,partially,87.7,1.0,2,0.9,
2020-Wong,metal,partially,87.7,2.0,2,0.9,
2020-Wong,metal,partially,87.7,3.0,2,0.9,
2020-Wong,metal,partially,87.7,4.0,2,0.9,
2020-Wong,metal,partially,87.7,5.0,2,0.9,
2020-Wong,metal,partially,93.3,0.0,2,2.0,
2020-Wong,metal,partially,93.3,0.5,2,0.9,
2020-Wong,metal,partially,93.3,1.0,2,0.9,
2020-Wong,metal,partially,93.3,2.0,2,0.9,
2020-Wong,metal,partially,93.3,3.0,2,0.9,
2020-Wong,metal,partially,93.3,4.0,2,0.9,
2020-Wong,metal,partially,93.3,5.0,2,0.9,
2020-Wong,metal,partially,93.3,0.0,2,2.0,
2020-Wong,metal,partially,93.3,0.5,2,0.9,
2020-Wong,metal,partially,93.3,1.0,2,0.9,
2020-Wong,metal,partially,93.3,2.0,2,0.9,
2020-Wong,metal,partially,93.3,3.0,2,0.9,
2020-Wong,metal,partially,93.3,4.0,2,0.9,
2020-Wong,metal,partially,93.3,5.0,2,0.9,
2020-Wong,metal,partially,93.3,0.0,2,2.0,
2020-Wong,metal,partially,93.3,0.5,2,0.9,
2020-Wong,metal,partially,93.3,1.0,2,0.9,
2020-Wong,metal,partially,93.3,2.0,2,0.9,
2020-Wong,metal,partially,93.3,3.0,2,0.9,
2020-Wong,metal,partially,93.3,4.0,2,0.9,
2020-Wong,metal,partially,93.3,5.0,2,0.9,
2021-FSIS-Guideline,pastic,entirely,57.8,63.3,2,0.9,FSIS Chicken Standard 1% Fat
2021-FSIS-Guideline,pastic,entirely,58.1,50.1,2,0.9,
2021-FSIS-Guideline,pastic,entirely,58.9,39.7,2,0.9,
2021-FSIS-Guideline,pastic,entirely,59.4,31.6,2,0.9,
2021-FSIS-Guideline,pastic,entirely,60.0,25.2,2,0.9,
2021-FSIS-Guideline,pastic,entirely,60.6,20.1,2,0.9,
2021-FSIS-Guideline,pastic,entirely,61.1,16.1,2,0.9,
2021-FSIS-Guideline,pastic,entirely,61.7,13.0,2,0.9,
2021-FSIS-Guideline,pastic,entirely,62.2,10.4,2,0.9,
2021-FSIS-Guideline,pastic,entirely,62.8,8.4,2,0.9,
2021-FSIS-Guideline,pastic,entirely,63.3,6.8,2,0.9,
2021-FSIS-Guideline,pastic,entirely,63.9,5.5,2,0.9,
2021-FSIS-Guideline,pastic,entirely,64.4,4.4,2,0.9,
2021-FSIS-Guideline,pastic,entirely,65.0,3.5,2,0.9,
2021-FSIS-Guideline,pastic,entirely,65.5,2.7,2,0.9,
2021-FSIS-Guideline,pastic,entirely,66.1,2.1,2,0.9,
2021-FSIS-Guideline,pastic,entirely,66.7,1.5,2,0.9,
2021-FSIS-Guideline,pastic,entirely,67.2,1.2,2,0.9,
2021-FSIS-Guideline,pastic,entirely,67.8,0.93,2,0.9,
2021-FSIS-Guideline,pastic,entirely,68.3,0.74,2,0.9,
2021-FSIS-Guideline,pastic,entirely,68.9,0.58,2,0.9,
2021-FSIS-Guideline,pastic,entirely,69.4,0.46,2,0.9,
2021-FSIS-Guideline,pastic,entirely,70.0,0.36,2,0.9,
2021-FSIS-Guideline,pastic,entirely,70.6,0.28,2,0.9,
2021-FSIS-Guideline,pastic,entirely,71.1,0.23,2,0.9,
2021-FSIS-Guideline,pastic,entirely,71.7,0.18,2,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,3,3.0,Dataset with the blood Summary
2023-Mvuyekure,plastic,entirely,60.0,1.0,3,3.08,
2023-Mvuyekure,plastic,entirely,60.0,3.0,3,2.73,
2023-Mvuyekure,plastic,entirely,60.0,5.0,3,2.2,
2023-Mvuyekure,plastic,entirely,60.0,7.5,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,3,3.26,
2023-Mvuyekure,plastic,entirely,60.0,3.0,3,3.36,
2023-Mvuyekure,plastic,entirely,60.0,5.0,3,2.6,
2023-Mvuyekure,plastic,entirely,60.0,7.5,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,3,2.88,
2023-Mvuyekure,plastic,entirely,60.0,3.0,3,2.94,
2023-Mvuyekure,plastic,entirely,60.0,5.0,3,1.69,
2023-Mvuyekure,plastic,entirely,60.0,7.5,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,12.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,15.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,20.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,30.0,3,0.9,
2023-Mvuyekure,plastic,entirely,60.0,60.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,3,2.68,
2023-Mvuyekure,plastic,entirely,70.0,2.0,3,2.25,
2023-Mvuyekure,plastic,entirely,70.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,3,2.53,
2023-Mvuyekure,plastic,entirely,70.0,2.0,3,2.15,
2023-Mvuyekure,plastic,entirely,70.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,3,2.62,
2023-Mvuyekure,plastic,entirely,70.0,2.0,3,2.28,
2023-Mvuyekure,plastic,entirely,70.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,5.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,6.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,7.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,8.0,3,0.9,
2023-Mvuyekure,plastic,entirely,70.0,10.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,3,2.77,
2023-Mvuyekure,plastic,entirely,80.0,1.0,3,2.63,
2023-Mvuyekure,plastic,entirely,80.0,1.5,3,1.08,
2023-Mvuyekure,plastic,entirely,80.0,2.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,3,2.69,
2023-Mvuyekure,plastic,entirely,80.0,1.0,3,2.6,
2023-Mvuyekure,plastic,entirely,80.0,1.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,3,3.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,3,2.9,
2023-Mvuyekure,plastic,entirely,80.0,1.0,3,3.12,
2023-Mvuyekure,plastic,entirely,80.0,1.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,2.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,3,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,3,3.0,sent afterwards  seperatly 
2017-Jones-Ibarra,metal,entirely,65.5,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,3,3.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,3,3.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,3,0.9,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,3,0.9,
2020-Wong,metal,partially,82.2,0.0,3,3.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,3,2.95,
2020-Wong,metal,partially,82.2,1.0,3,2.75,
2020-Wong,metal,partially,82.2,2.0,3,1.87,
